market_num,tracking_id,parent_market_num,parent_market_name,market_name,question,search_query,region,bucket,system_type,underlying_event_group,group,tier,outcome_market_kind,outcome_order,primary_outcome_to_track,exact_polymarket_slug,slug_search_hint,parent_slug_search_hint,selected_reason,status,liquidity_ok,rules_ok,notes
54,RSO-0054,16,Michigan Governor Election Winner,Michigan Governor Election Winner — Independent,Michigan Governor Election Winner,Michigan Governor Election Winner Independent,US,us_governor,us_statewide,michigan_governor_2026,tracked,core_us,multi_outcome_contract,3,Independent,TODO_VERIFY,michigan-governor-election-winner-independent,michigan-governor-election-winner,US House/governor race market; adds state/district-level variation beyond Senate control.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,State/district outcome row.
55,RSO-0055,17,WA-04 House Election Winner,WA-04 House Election Winner — Republican Party,WA-04 House Election Winner,WA-04 House Election Winner Republican Party,US,us_house,us_district,wa_04_house_2026,tracked,core_us,binary_complement_contract,1,Republican Party,TODO_VERIFY,wa-04-house-election-winner-republican-party,wa-04-house-election-winner,US House/governor race market; adds state/district-level variation beyond Senate control.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,State/district outcome row.
56,RSO-0056,17,WA-04 House Election Winner,WA-04 House Election Winner — Democratic Party,WA-04 House Election Winner,WA-04 House Election Winner Democratic Party,US,us_house,us_district,wa_04_house_2026,tracked,core_us,binary_complement_contract,2,Democratic Party,TODO_VERIFY,wa-04-house-election-winner-democratic-party,wa-04-house-election-winner,US House/governor race market; adds state/district-level variation beyond Senate control.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,State/district outcome row.
57,RSO-0057,18,NE-02 House Election Winner,NE-02 House Election Winner — Democratic Party,NE-02 House Election Winner,NE-02 House Election Winner Democratic Party,US,us_house,us_district,ne_02_house_2026,tracked,core_us,binary_complement_contract,1,Democratic Party,TODO_VERIFY,ne-02-house-election-winner-democratic-party,ne-02-house-election-winner,US House/governor race market; adds state/district-level variation beyond Senate control.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,State/district outcome row.
58,RSO-0058,18,NE-02 House Election Winner,NE-02 House Election Winner — Republican Party,NE-02 House Election Winner,NE-02 House Election Winner Republican Party,US,us_house,us_district,ne_02_house_2026,tracked,core_us,binary_complement_contract,2,Republican Party,TODO_VERIFY,ne-02-house-election-winner-republican-party,ne-02-house-election-winner,US House/governor race market; adds state/district-level variation beyond Senate control.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,State/district outcome row.
59,RSO-0059,19,PA-10 House Election Winner,PA-10 House Election Winner — Democratic Party,PA-10 House Election Winner,PA-10 House Election Winner Democratic Party,US,us_house,us_district,pa_10_house_2026,tracked,core_us,binary_complement_contract,1,Democratic Party,TODO_VERIFY,pa-10-house-election-winner-democratic-party,pa-10-house-election-winner,US House/governor race market; adds state/district-level variation beyond Senate control.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,State/district outcome row.
60,RSO-0060,19,PA-10 House Election Winner,PA-10 House Election Winner — Republican Party,PA-10 House Election Winner,PA-10 House Election Winner Republican Party,US,us_house,us_district,pa_10_house_2026,tracked,core_us,binary_complement_contract,2,Republican Party,TODO_VERIFY,pa-10-house-election-winner-republican-party,pa-10-house-election-winner,US House/governor race market; adds state/district-level variation beyond Senate control.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,State/district outcome row.
61,RSO-0061,20,Ohio Governor Election Winner,Ohio Governor Election Winner — Republican,Ohio Governor Election Winner,Ohio Governor Election Winner Republican,US,us_governor,us_statewide,ohio_governor_2026,tracked,core_us,binary_complement_contract,1,Republican,TODO_VERIFY,ohio-governor-election-winner-republican,ohio-governor-election-winner,US House/governor race market; adds state/district-level variation beyond Senate control.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,State/district outcome row.
62,RSO-0062,20,Ohio Governor Election Winner,Ohio Governor Election Winner — Democrat,Ohio Governor Election Winner,Ohio Governor Election Winner Democrat,US,us_governor,us_statewide,ohio_governor_2026,tracked,core_us,binary_complement_contract,2,Democrat,TODO_VERIFY,ohio-governor-election-winner-democrat,ohio-governor-election-winner,US House/governor race market; adds state/district-level variation beyond Senate control.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,State/district outcome row.
63,RSO-0063,21,Georgia Governor Election Winner,Georgia Governor Election Winner — Democrat,Georgia Governor Election Winner,Georgia Governor Election Winner Democrat,US,us_governor,us_statewide,georgia_governor_2026,tracked,core_us,binary_complement_contract,1,Democrat,TODO_VERIFY,georgia-governor-election-winner-democrat,georgia-governor-election-winner,US House/governor race market; adds state/district-level variation beyond Senate control.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,State/district outcome row.
64,RSO-0064,21,Georgia Governor Election Winner,Georgia Governor Election Winner — Republican,Georgia Governor Election Winner,Georgia Governor Election Winner Republican,US,us_governor,us_statewide,georgia_governor_2026,tracked,core_us,binary_complement_contract,2,Republican,TODO_VERIFY,georgia-governor-election-winner-republican,georgia-governor-election-winner,US House/governor race market; adds state/district-level variation beyond Senate control.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,State/district outcome row.
65,RSO-0065,22,Nevada Governor Election Winner,Nevada Governor Election Winner — Democrat,Nevada Governor Election Winner,Nevada Governor Election Winner Democrat,US,us_governor,us_statewide,nevada_governor_2026,tracked,core_us,binary_complement_contract,1,Democrat,TODO_VERIFY,nevada-governor-election-winner-democrat,nevada-governor-election-winner,US House/governor race market; adds state/district-level variation beyond Senate control.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,State/district outcome row.
66,RSO-0066,22,Nevada Governor Election Winner,Nevada Governor Election Winner — Republican,Nevada Governor Election Winner,Nevada Governor Election Winner Republican,US,us_governor,us_statewide,nevada_governor_2026,tracked,core_us,binary_complement_contract,2,Republican,TODO_VERIFY,nevada-governor-election-winner-republican,nevada-governor-election-winner,US House/governor race market; adds state/district-level variation beyond Senate control.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,State/district outcome row.
67,RSO-0067,23,NY-13 House Election Winner / Darializa Avila Chevalier proxy,NY-13 House Election Winner / Darializa Avila Chevalier proxy — Democratic Party,NY-13 House Election Winner,NY-13 House Election Winner Democratic Party,US,narrative_candidate,us_district,ny_13_house_darializa_proxy_2026,tracked,narrative,binary_complement_contract,1,Democratic Party,TODO_VERIFY,ny-13-house-election-winner-democratic-party,ny-13-house-election-winner,Narrative/progressive controversy proxy; market is party-level NY-13 general election rather than candidate-name-specific.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,This is a party-level proxy for Darializa; verify whether a more candidate-specific market exists.
68,RSO-0068,23,NY-13 House Election Winner / Darializa Avila Chevalier proxy,NY-13 House Election Winner / Darializa Avila Chevalier proxy — Republican Party,NY-13 House Election Winner,NY-13 House Election Winner Republican Party,US,narrative_candidate,us_district,ny_13_house_darializa_proxy_2026,tracked,narrative,binary_complement_contract,2,Republican Party,TODO_VERIFY,ny-13-house-election-winner-republican-party,ny-13-house-election-winner,Narrative/progressive controversy proxy; market is party-level NY-13 general election rather than candidate-name-specific.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,This is a party-level proxy for Darializa; verify whether a more candidate-specific market exists.
69,RSO-0069,24,Florida Governor Republican Primary Winner,Florida Governor Republican Primary Winner — Byron Donalds,Florida Governor Republican Primary Winner,Florida Governor Republican Primary Winner Byron Donalds,US,narrative_candidate,us_statewide_primary,florida_gop_governor_primary_2026,tracked,narrative,multi_outcome_contract,1,Byron Donalds,TODO_VERIFY,florida-governor-republican-primary-winner-byron-donalds,florida-governor-republican-primary-winner,Online-right/narrative-premium test centered on James Fishback vs Byron Donalds favorite.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Primary market expanded to all visible candidate outcomes from paste.
70,RSO-0070,24,Florida Governor Republican Primary Winner,Florida Governor Republican Primary Winner — James Fishback,Florida Governor Republican Primary Winner,Florida Governor Republican Primary Winner James Fishback,US,narrative_candidate,us_statewide_primary,florida_gop_governor_primary_2026,tracked,narrative,multi_outcome_contract,2,James Fishback,TODO_VERIFY,florida-governor-republican-primary-winner-james-fishback,florida-governor-republican-primary-winner,Online-right/narrative-premium test centered on James Fishback vs Byron Donalds favorite.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Primary market expanded to all visible candidate outcomes from paste.
71,RSO-0071,24,Florida Governor Republican Primary Winner,Florida Governor Republican Primary Winner — Wilton Simpson,Florida Governor Republican Primary Winner,Florida Governor Republican Primary Winner Wilton Simpson,US,narrative_candidate,us_statewide_primary,florida_gop_governor_primary_2026,tracked,narrative,multi_outcome_contract,3,Wilton Simpson,TODO_VERIFY,florida-governor-republican-primary-winner-wilton-simpson,florida-governor-republican-primary-winner,Online-right/narrative-premium test centered on James Fishback vs Byron Donalds favorite.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Primary market expanded to all visible candidate outcomes from paste.
72,RSO-0072,24,Florida Governor Republican Primary Winner,Florida Governor Republican Primary Winner — Casey DeSantis,Florida Governor Republican Primary Winner,Florida Governor Republican Primary Winner Casey DeSantis,US,narrative_candidate,us_statewide_primary,florida_gop_governor_primary_2026,tracked,narrative,multi_outcome_contract,4,Casey DeSantis,TODO_VERIFY,florida-governor-republican-primary-winner-casey-desantis,florida-governor-republican-primary-winner,Online-right/narrative-premium test centered on James Fishback vs Byron Donalds favorite.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Primary market expanded to all visible candidate outcomes from paste.
73,RSO-0073,24,Florida Governor Republican Primary Winner,Florida Governor Republican Primary Winner — Matt Gaetz,Florida Governor Republican Primary Winner,Florida Governor Republican Primary Winner Matt Gaetz,US,narrative_candidate,us_statewide_primary,florida_gop_governor_primary_2026,tracked,narrative,multi_outcome_contract,5,Matt Gaetz,TODO_VERIFY,florida-governor-republican-primary-winner-matt-gaetz,florida-governor-republican-primary-winner,Online-right/narrative-premium test centered on James Fishback vs Byron Donalds favorite.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Primary market expanded to all visible candidate outcomes from paste.
74,RSO-0074,24,Florida Governor Republican Primary Winner,Florida Governor Republican Primary Winner — Jay Collins,Florida Governor Republican Primary Winner,Florida Governor Republican Primary Winner Jay Collins,US,narrative_candidate,us_statewide_primary,florida_gop_governor_primary_2026,tracked,narrative,multi_outcome_contract,6,Jay Collins,TODO_VERIFY,florida-governor-republican-primary-winner-jay-collins,florida-governor-republican-primary-winner,Online-right/narrative-premium test centered on James Fishback vs Byron Donalds favorite.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Primary market expanded to all visible candidate outcomes from paste.
75,RSO-0075,24,Florida Governor Republican Primary Winner,Florida Governor Republican Primary Winner — Jimmy Patronis,Florida Governor Republican Primary Winner,Florida Governor Republican Primary Winner Jimmy Patronis,US,narrative_candidate,us_statewide_primary,florida_gop_governor_primary_2026,tracked,narrative,multi_outcome_contract,7,Jimmy Patronis,TODO_VERIFY,florida-governor-republican-primary-winner-jimmy-patronis,florida-governor-republican-primary-winner,Online-right/narrative-premium test centered on James Fishback vs Byron Donalds favorite.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Primary market expanded to all visible candidate outcomes from paste.
76,RSO-0076,25,Brazil Presidential Election,Brazil Presidential Election — Luiz Inácio Lula da Silva,Brazil Presidential Election,Brazil Presidential Election Luiz Inácio Lula da Silva,Brazil,brazil_presidential,presidential_two_round,brazil_president_winner_2026,tracked,brazil_core,multi_outcome_contract,1,Luiz Inácio Lula da Silva,TODO_VERIFY,brazil-presidential-election-luiz-in-cio-lula-da-silva,brazil-presidential-election,Core Brazil presidential winner market; high-volume global election sample.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Visible candidate outcomes from pasted market. Add Other later only if resolver finds token.
77,RSO-0077,25,Brazil Presidential Election,Brazil Presidential Election — Flávio Bolsonaro,Brazil Presidential Election,Brazil Presidential Election Flávio Bolsonaro,Brazil,brazil_presidential,presidential_two_round,brazil_president_winner_2026,tracked,brazil_core,multi_outcome_contract,2,Flávio Bolsonaro,TODO_VERIFY,brazil-presidential-election-fl-vio-bolsonaro,brazil-presidential-election,Core Brazil presidential winner market; high-volume global election sample.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Visible candidate outcomes from pasted market. Add Other later only if resolver finds token.
78,RSO-0078,25,Brazil Presidential Election,Brazil Presidential Election — Renan Santos,Brazil Presidential Election,Brazil Presidential Election Renan Santos,Brazil,brazil_presidential,presidential_two_round,brazil_president_winner_2026,tracked,brazil_core,multi_outcome_contract,3,Renan Santos,TODO_VERIFY,brazil-presidential-election-renan-santos,brazil-presidential-election,Core Brazil presidential winner market; high-volume global election sample.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Visible candidate outcomes from pasted market. Add Other later only if resolver finds token.
79,RSO-0079,25,Brazil Presidential Election,Brazil Presidential Election — Michelle Bolsonaro,Brazil Presidential Election,Brazil Presidential Election Michelle Bolsonaro,Brazil,brazil_presidential,presidential_two_round,brazil_president_winner_2026,tracked,brazil_core,multi_outcome_contract,4,Michelle Bolsonaro,TODO_VERIFY,brazil-presidential-election-michelle-bolsonaro,brazil-presidential-election,Core Brazil presidential winner market; high-volume global election sample.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Visible candidate outcomes from pasted market. Add Other later only if resolver finds token.
80,RSO-0080,25,Brazil Presidential Election,Brazil Presidential Election — Ronaldo Caiado,Brazil Presidential Election,Brazil Presidential Election Ronaldo Caiado,Brazil,brazil_presidential,presidential_two_round,brazil_president_winner_2026,tracked,brazil_core,multi_outcome_contract,5,Ronaldo Caiado,TODO_VERIFY,brazil-presidential-election-ronaldo-caiado,brazil-presidential-election,Core Brazil presidential winner market; high-volume global election sample.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Visible candidate outcomes from pasted market. Add Other later only if resolver finds token.
81,RSO-0081,25,Brazil Presidential Election,Brazil Presidential Election — Fernando Haddad,Brazil Presidential Election,Brazil Presidential Election Fernando Haddad,Brazil,brazil_presidential,presidential_two_round,brazil_president_winner_2026,tracked,brazil_core,multi_outcome_contract,6,Fernando Haddad,TODO_VERIFY,brazil-presidential-election-fernando-haddad,brazil-presidential-election,Core Brazil presidential winner market; high-volume global election sample.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Visible candidate outcomes from pasted market. Add Other later only if resolver finds token.
82,RSO-0082,25,Brazil Presidential Election,Brazil Presidential Election — Camilo Santana,Brazil Presidential Election,Brazil Presidential Election Camilo Santana,Brazil,brazil_presidential,presidential_two_round,brazil_president_winner_2026,tracked,brazil_core,multi_outcome_contract,7,Camilo Santana,TODO_VERIFY,brazil-presidential-election-camilo-santana,brazil-presidential-election,Core Brazil presidential winner market; high-volume global election sample.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Visible candidate outcomes from pasted market. Add Other later only if resolver finds token.
83,RSO-0083,25,Brazil Presidential Election,Brazil Presidential Election — Romeu Zema,Brazil Presidential Election,Brazil Presidential Election Romeu Zema,Brazil,brazil_presidential,presidential_two_round,brazil_president_winner_2026,tracked,brazil_core,multi_outcome_contract,8,Romeu Zema,TODO_VERIFY,brazil-presidential-election-romeu-zema,brazil-presidential-election,Core Brazil presidential winner market; high-volume global election sample.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Visible candidate outcomes from pasted market. Add Other later only if resolver finds token.
84,RSO-0084,25,Brazil Presidential Election,Brazil Presidential Election — Jair Bolsonaro,Brazil Presidential Election,Brazil Presidential Election Jair Bolsonaro,Brazil,brazil_presidential,presidential_two_round,brazil_president_winner_2026,tracked,brazil_core,multi_outcome_contract,9,Jair Bolsonaro,TODO_VERIFY,brazil-presidential-election-jair-bolsonaro,brazil-presidential-election,Core Brazil presidential winner market; high-volume global election sample.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Visible candidate outcomes from pasted market. Add Other later only if resolver finds token.
85,RSO-0085,25,Brazil Presidential Election,Brazil Presidential Election — Geraldo Alckmin,Brazil Presidential Election,Brazil Presidential Election Geraldo Alckmin,Brazil,brazil_presidential,presidential_two_round,brazil_president_winner_2026,tracked,brazil_core,multi_outcome_contract,10,Geraldo Alckmin,TODO_VERIFY,brazil-presidential-election-geraldo-alckmin,brazil-presidential-election,Core Brazil presidential winner market; high-volume global election sample.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Visible candidate outcomes from pasted market. Add Other later only if resolver finds token.
86,RSO-0086,25,Brazil Presidential Election,Brazil Presidential Election — Tereza Cristina,Brazil Presidential Election,Brazil Presidential Election Tereza Cristina,Brazil,brazil_presidential,presidential_two_round,brazil_president_winner_2026,tracked,brazil_core,multi_outcome_contract,11,Tereza Cristina,TODO_VERIFY,brazil-presidential-election-tereza-cristina,brazil-presidential-election,Core Brazil presidential winner market; high-volume global election sample.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Visible candidate outcomes from pasted market. Add Other later only if resolver finds token.
87,RSO-0087,25,Brazil Presidential Election,Brazil Presidential Election — Tarcisio de Freitas,Brazil Presidential Election,Brazil Presidential Election Tarcisio de Freitas,Brazil,brazil_presidential,presidential_two_round,brazil_president_winner_2026,tracked,brazil_core,multi_outcome_contract,12,Tarcisio de Freitas,TODO_VERIFY,brazil-presidential-election-tarcisio-de-freitas,brazil-presidential-election,Core Brazil presidential winner market; high-volume global election sample.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Visible candidate outcomes from pasted market. Add Other later only if resolver finds token.
88,RSO-0088,25,Brazil Presidential Election,Brazil Presidential Election — Eduardo Bolsonaro,Brazil Presidential Election,Brazil Presidential Election Eduardo Bolsonaro,Brazil,brazil_presidential,presidential_two_round,brazil_president_winner_2026,tracked,brazil_core,multi_outcome_contract,13,Eduardo Bolsonaro,TODO_VERIFY,brazil-presidential-election-eduardo-bolsonaro,brazil-presidential-election,Core Brazil presidential winner market; high-volume global election sample.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Visible candidate outcomes from pasted market. Add Other later only if resolver finds token.
89,RSO-0089,25,Brazil Presidential Election,Brazil Presidential Election — Aldo Rebelo,Brazil Presidential Election,Brazil Presidential Election Aldo Rebelo,Brazil,brazil_presidential,presidential_two_round,brazil_president_winner_2026,tracked,brazil_core,multi_outcome_contract,14,Aldo Rebelo,TODO_VERIFY,brazil-presidential-election-aldo-rebelo,brazil-presidential-election,Core Brazil presidential winner market; high-volume global election sample.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Visible candidate outcomes from pasted market. Add Other later only if resolver finds token.
90,RSO-0090,25,Brazil Presidential Election,Brazil Presidential Election — Helder Barbalho,Brazil Presidential Election,Brazil Presidential Election Helder Barbalho,Brazil,brazil_presidential,presidential_two_round,brazil_president_winner_2026,tracked,brazil_core,multi_outcome_contract,15,Helder Barbalho,TODO_VERIFY,brazil-presidential-election-helder-barbalho,brazil-presidential-election,Core Brazil presidential winner market; high-volume global election sample.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Visible candidate outcomes from pasted market. Add Other later only if resolver finds token.
91,RSO-0091,25,Brazil Presidential Election,Brazil Presidential Election — Ratinho Júnior,Brazil Presidential Election,Brazil Presidential Election Ratinho Júnior,Brazil,brazil_presidential,presidential_two_round,brazil_president_winner_2026,tracked,brazil_core,multi_outcome_contract,16,Ratinho Júnior,TODO_VERIFY,brazil-presidential-election-ratinho-j-nior,brazil-presidential-election,Core Brazil presidential winner market; high-volume global election sample.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Visible candidate outcomes from pasted market. Add Other later only if resolver finds token.
92,RSO-0092,25,Brazil Presidential Election,Brazil Presidential Election — Eduardo Leite,Brazil Presidential Election,Brazil Presidential Election Eduardo Leite,Brazil,brazil_presidential,presidential_two_round,brazil_president_winner_2026,tracked,brazil_core,multi_outcome_contract,17,Eduardo Leite,TODO_VERIFY,brazil-presidential-election-eduardo-leite,brazil-presidential-election,Core Brazil presidential winner market; high-volume global election sample.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Visible candidate outcomes from pasted market. Add Other later only if resolver finds token.
93,RSO-0093,26,Brazil Presidential Election First Round: Margin of Victory,Brazil Presidential Election First Round: Margin of Victory — Lula da Silva 15%+,Brazil Presidential Election First Round: Margin of Victory,Brazil Presidential Election First Round: Margin of Victory Lula da Silva 15%+,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_margin_2026,tracked,brazil_core,range_contract,1,Lula da Silva 15%+,TODO_VERIFY,brazil-presidential-election-first-round-margin-of-victory-lula-da-silva-15-plus,brazil-presidential-election-first-round-margin-of-victory,First-round margin distribution; split to each bracket/outcome.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,Range/candidate victory event expanded to all visible outcomes.
94,RSO-0094,26,Brazil Presidential Election First Round: Margin of Victory,Brazil Presidential Election First Round: Margin of Victory — Lula da Silva 10-15%,Brazil Presidential Election First Round: Margin of Victory,Brazil Presidential Election First Round: Margin of Victory Lula da Silva 10-15%,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_margin_2026,tracked,brazil_core,range_contract,2,Lula da Silva 10-15%,TODO_VERIFY,brazil-presidential-election-first-round-margin-of-victory-lula-da-silva-10-15,brazil-presidential-election-first-round-margin-of-victory,First-round margin distribution; split to each bracket/outcome.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,Range/candidate victory event expanded to all visible outcomes.
95,RSO-0095,26,Brazil Presidential Election First Round: Margin of Victory,Brazil Presidential Election First Round: Margin of Victory — Lula da Silva 5-10%,Brazil Presidential Election First Round: Margin of Victory,Brazil Presidential Election First Round: Margin of Victory Lula da Silva 5-10%,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_margin_2026,tracked,brazil_core,range_contract,3,Lula da Silva 5-10%,TODO_VERIFY,brazil-presidential-election-first-round-margin-of-victory-lula-da-silva-5-10,brazil-presidential-election-first-round-margin-of-victory,First-round margin distribution; split to each bracket/outcome.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,Range/candidate victory event expanded to all visible outcomes.
96,RSO-0096,26,Brazil Presidential Election First Round: Margin of Victory,Brazil Presidential Election First Round: Margin of Victory — Lula da Silva <5%,Brazil Presidential Election First Round: Margin of Victory,Brazil Presidential Election First Round: Margin of Victory Lula da Silva <5%,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_margin_2026,tracked,brazil_core,range_contract,4,Lula da Silva <5%,TODO_VERIFY,brazil-presidential-election-first-round-margin-of-victory-lula-da-silva-lt-5,brazil-presidential-election-first-round-margin-of-victory,First-round margin distribution; split to each bracket/outcome.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,Range/candidate victory event expanded to all visible outcomes.
97,RSO-0097,26,Brazil Presidential Election First Round: Margin of Victory,Brazil Presidential Election First Round: Margin of Victory — Flávio Bolsonaro 10%+,Brazil Presidential Election First Round: Margin of Victory,Brazil Presidential Election First Round: Margin of Victory Flávio Bolsonaro 10%+,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_margin_2026,tracked,brazil_core,range_contract,5,Flávio Bolsonaro 10%+,TODO_VERIFY,brazil-presidential-election-first-round-margin-of-victory-fl-vio-bolsonaro-10-plus,brazil-presidential-election-first-round-margin-of-victory,First-round margin distribution; split to each bracket/outcome.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,Range/candidate victory event expanded to all visible outcomes.
98,RSO-0098,26,Brazil Presidential Election First Round: Margin of Victory,Brazil Presidential Election First Round: Margin of Victory — Flávio Bolsonaro 5-10%,Brazil Presidential Election First Round: Margin of Victory,Brazil Presidential Election First Round: Margin of Victory Flávio Bolsonaro 5-10%,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_margin_2026,tracked,brazil_core,range_contract,6,Flávio Bolsonaro 5-10%,TODO_VERIFY,brazil-presidential-election-first-round-margin-of-victory-fl-vio-bolsonaro-5-10,brazil-presidential-election-first-round-margin-of-victory,First-round margin distribution; split to each bracket/outcome.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,Range/candidate victory event expanded to all visible outcomes.
99,RSO-0099,26,Brazil Presidential Election First Round: Margin of Victory,Brazil Presidential Election First Round: Margin of Victory — Flávio Bolsonaro <5%,Brazil Presidential Election First Round: Margin of Victory,Brazil Presidential Election First Round: Margin of Victory Flávio Bolsonaro <5%,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_margin_2026,tracked,brazil_core,range_contract,7,Flávio Bolsonaro <5%,TODO_VERIFY,brazil-presidential-election-first-round-margin-of-victory-fl-vio-bolsonaro-lt-5,brazil-presidential-election-first-round-margin-of-victory,First-round margin distribution; split to each bracket/outcome.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,Range/candidate victory event expanded to all visible outcomes.
100,RSO-0100,26,Brazil Presidential Election First Round: Margin of Victory,Brazil Presidential Election First Round: Margin of Victory — Renan Santos Victory,Brazil Presidential Election First Round: Margin of Victory,Brazil Presidential Election First Round: Margin of Victory Renan Santos Victory,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_margin_2026,tracked,brazil_core,range_contract,8,Renan Santos Victory,TODO_VERIFY,brazil-presidential-election-first-round-margin-of-victory-renan-santos-victory,brazil-presidential-election-first-round-margin-of-victory,First-round margin distribution; split to each bracket/outcome.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,Range/candidate victory event expanded to all visible outcomes.
101,RSO-0101,26,Brazil Presidential Election First Round: Margin of Victory,Brazil Presidential Election First Round: Margin of Victory — Tarcisio de Freitas Victory,Brazil Presidential Election First Round: Margin of Victory,Brazil Presidential Election First Round: Margin of Victory Tarcisio de Freitas Victory,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_margin_2026,tracked,brazil_core,range_contract,9,Tarcisio de Freitas Victory,TODO_VERIFY,brazil-presidential-election-first-round-margin-of-victory-tarcisio-de-freitas-victory,brazil-presidential-election-first-round-margin-of-victory,First-round margin distribution; split to each bracket/outcome.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,Range/candidate victory event expanded to all visible outcomes.
102,RSO-0102,26,Brazil Presidential Election First Round: Margin of Victory,Brazil Presidential Election First Round: Margin of Victory — Ratinho Júnior Victory,Brazil Presidential Election First Round: Margin of Victory,Brazil Presidential Election First Round: Margin of Victory Ratinho Júnior Victory,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_margin_2026,tracked,brazil_core,range_contract,10,Ratinho Júnior Victory,TODO_VERIFY,brazil-presidential-election-first-round-margin-of-victory-ratinho-j-nior-victory,brazil-presidential-election-first-round-margin-of-victory,First-round margin distribution; split to each bracket/outcome.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,Range/candidate victory event expanded to all visible outcomes.
103,RSO-0103,26,Brazil Presidential Election First Round: Margin of Victory,Brazil Presidential Election First Round: Margin of Victory — Other,Brazil Presidential Election First Round: Margin of Victory,Brazil Presidential Election First Round: Margin of Victory Other,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_margin_2026,tracked,brazil_core,range_contract,11,Other,TODO_VERIFY,brazil-presidential-election-first-round-margin-of-victory-other,brazil-presidential-election-first-round-margin-of-victory,First-round margin distribution; split to each bracket/outcome.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,Range/candidate victory event expanded to all visible outcomes.
