markout_id,source_run_id,source_timestamp_utc,horizon,target_timestamp_utc,future_timestamp_utc,markout_status,tracking_id,parent_market_name,primary_outcome_to_track,signal_mode,signal_direction,signal_strength,entry_price,future_price,price_change,directional_markout,entry_fair_value,entry_gap,entry_abs_gap,entry_price_type,future_price_type,entry_liquidity_flags,future_liquidity_flags,group_mass_flag,use_normalized_for_analysis
20260629T155053Z:RSO-0052:normalized:7d,20260629T155053Z,2026-06-29T15:50:53Z,7d,2026-07-06T15:50:53Z,,PENDING,RSO-0052,Michigan Governor Election Winner,Democrat,normalized,MARKET_HIGHER,large,0.84,,,,0.441176,-0.398824,0.398824,mid,,,,,true
20260629T155053Z:RSO-0052:normalized:30d,20260629T155053Z,2026-06-29T15:50:53Z,30d,2026-07-29T15:50:53Z,,PENDING,RSO-0052,Michigan Governor Election Winner,Democrat,normalized,MARKET_HIGHER,large,0.84,,,,0.441176,-0.398824,0.398824,mid,,,,,true
20260629T155053Z:RSO-0053:raw:1d,20260629T155053Z,2026-06-29T15:50:53Z,1d,2026-06-30T15:50:53Z,,PENDING,RSO-0053,Michigan Governor Election Winner,Republican,raw,LLM_HIGHER,large,0.145,,,,0.45,0.305,0.305,mid,,,,,true
20260629T155053Z:RSO-0053:raw:7d,20260629T155053Z,2026-06-29T15:50:53Z,7d,2026-07-06T15:50:53Z,,PENDING,RSO-0053,Michigan Governor Election Winner,Republican,raw,LLM_HIGHER,large,0.145,,,,0.45,0.305,0.305,mid,,,,,true
20260629T155053Z:RSO-0053:raw:30d,20260629T155053Z,2026-06-29T15:50:53Z,30d,2026-07-29T15:50:53Z,,PENDING,RSO-0053,Michigan Governor Election Winner,Republican,raw,LLM_HIGHER,large,0.145,,,,0.45,0.305,0.305,mid,,,,,true
20260629T155053Z:RSO-0053:normalized:1d,20260629T155053Z,2026-06-29T15:50:53Z,1d,2026-06-30T15:50:53Z,,PENDING,RSO-0053,Michigan Governor Election Winner,Republican,normalized,LLM_HIGHER,large,0.145,,,,0.441176,0.296176,0.296176,mid,,,,,true
20260629T155053Z:RSO-0053:normalized:7d,20260629T155053Z,2026-06-29T15:50:53Z,7d,2026-07-06T15:50:53Z,,PENDING,RSO-0053,Michigan Governor Election Winner,Republican,normalized,LLM_HIGHER,large,0.145,,,,0.441176,0.296176,0.296176,mid,,,,,true
20260629T155053Z:RSO-0053:normalized:30d,20260629T155053Z,2026-06-29T15:50:53Z,30d,2026-07-29T15:50:53Z,,PENDING,RSO-0053,Michigan Governor Election Winner,Republican,normalized,LLM_HIGHER,large,0.145,,,,0.441176,0.296176,0.296176,mid,,,,,true
20260629T155053Z:RSO-0055:raw:1d,20260629T155053Z,2026-06-29T15:50:53Z,1d,2026-06-30T15:50:53Z,,PENDING,RSO-0055,WA-04 House Election Winner,Republican Party,raw,MARKET_HIGHER,large,0.86,,,,0.35,-0.51,0.51,mid,,,,,false
20260629T155053Z:RSO-0055:raw:7d,20260629T155053Z,2026-06-29T15:50:53Z,7d,2026-07-06T15:50:53Z,,PENDING,RSO-0055,WA-04 House Election Winner,Republican Party,raw,MARKET_HIGHER,large,0.86,,,,0.35,-0.51,0.51,mid,,,,,false
20260629T155053Z:RSO-0055:raw:30d,20260629T155053Z,2026-06-29T15:50:53Z,30d,2026-07-29T15:50:53Z,,PENDING,RSO-0055,WA-04 House Election Winner,Republican Party,raw,MARKET_HIGHER,large,0.86,,,,0.35,-0.51,0.51,mid,,,,,false
20260629T155053Z:RSO-0055:normalized:1d,20260629T155053Z,2026-06-29T15:50:53Z,1d,2026-06-30T15:50:53Z,,PENDING,RSO-0055,WA-04 House Election Winner,Republican Party,normalized,MARKET_HIGHER,large,0.86,,,,0.388889,-0.471111,0.471111,mid,,,,,false
20260629T155053Z:RSO-0055:normalized:7d,20260629T155053Z,2026-06-29T15:50:53Z,7d,2026-07-06T15:50:53Z,,PENDING,RSO-0055,WA-04 House Election Winner,Republican Party,normalized,MARKET_HIGHER,large,0.86,,,,0.388889,-0.471111,0.471111,mid,,,,,false
20260629T155053Z:RSO-0055:normalized:30d,20260629T155053Z,2026-06-29T15:50:53Z,30d,2026-07-29T15:50:53Z,,PENDING,RSO-0055,WA-04 House Election Winner,Republican Party,normalized,MARKET_HIGHER,large,0.86,,,,0.388889,-0.471111,0.471111,mid,,,,,false
20260629T155053Z:RSO-0056:raw:1d,20260629T155053Z,2026-06-29T15:50:53Z,1d,2026-06-30T15:50:53Z,,PENDING,RSO-0056,WA-04 House Election Winner,Democratic Party,raw,LLM_HIGHER,large,0.135,,,,0.55,0.415,0.415,mid,,,,,false
20260629T155053Z:RSO-0056:raw:7d,20260629T155053Z,2026-06-29T15:50:53Z,7d,2026-07-06T15:50:53Z,,PENDING,RSO-0056,WA-04 House Election Winner,Democratic Party,raw,LLM_HIGHER,large,0.135,,,,0.55,0.415,0.415,mid,,,,,false
20260629T155053Z:RSO-0056:raw:30d,20260629T155053Z,2026-06-29T15:50:53Z,30d,2026-07-29T15:50:53Z,,PENDING,RSO-0056,WA-04 House Election Winner,Democratic Party,raw,LLM_HIGHER,large,0.135,,,,0.55,0.415,0.415,mid,,,,,false
20260629T155053Z:RSO-0056:normalized:1d,20260629T155053Z,2026-06-29T15:50:53Z,1d,2026-06-30T15:50:53Z,,PENDING,RSO-0056,WA-04 House Election Winner,Democratic Party,normalized,LLM_HIGHER,large,0.135,,,,0.611111,0.476111,0.476111,mid,,,,,false
20260629T155053Z:RSO-0056:normalized:7d,20260629T155053Z,2026-06-29T15:50:53Z,7d,2026-07-06T15:50:53Z,,PENDING,RSO-0056,WA-04 House Election Winner,Democratic Party,normalized,LLM_HIGHER,large,0.135,,,,0.611111,0.476111,0.476111,mid,,,,,false
20260629T155053Z:RSO-0056:normalized:30d,20260629T155053Z,2026-06-29T15:50:53Z,30d,2026-07-29T15:50:53Z,,PENDING,RSO-0056,WA-04 House Election Winner,Democratic Party,normalized,LLM_HIGHER,large,0.135,,,,0.611111,0.476111,0.476111,mid,,,,,false
20260629T155053Z:RSO-0057:raw:1d,20260629T155053Z,2026-06-29T15:50:53Z,1d,2026-06-30T15:50:53Z,,PENDING,RSO-0057,NE-02 House Election Winner,Democratic Party,raw,MARKET_HIGHER,medium,0.775,,,,0.55,-0.225,0.225,mid,,,,,false
20260629T155053Z:RSO-0057:raw:7d,20260629T155053Z,2026-06-29T15:50:53Z,7d,2026-07-06T15:50:53Z,,PENDING,RSO-0057,NE-02 House Election Winner,Democratic Party,raw,MARKET_HIGHER,medium,0.775,,,,0.55,-0.225,0.225,mid,,,,,false
20260629T155053Z:RSO-0057:raw:30d,20260629T155053Z,2026-06-29T15:50:53Z,30d,2026-07-29T15:50:53Z,,PENDING,RSO-0057,NE-02 House Election Winner,Democratic Party,raw,MARKET_HIGHER,medium,0.775,,,,0.55,-0.225,0.225,mid,,,,,false
20260629T155053Z:RSO-0057:normalized:1d,20260629T155053Z,2026-06-29T15:50:53Z,1d,2026-06-30T15:50:53Z,,PENDING,RSO-0057,NE-02 House Election Winner,Democratic Party,normalized,MARKET_HIGHER,medium,0.775,,,,0.55,-0.225,0.225,mid,,,,,false
20260629T155053Z:RSO-0057:normalized:7d,20260629T155053Z,2026-06-29T15:50:53Z,7d,2026-07-06T15:50:53Z,,PENDING,RSO-0057,NE-02 House Election Winner,Democratic Party,normalized,MARKET_HIGHER,medium,0.775,,,,0.55,-0.225,0.225,mid,,,,,false
20260629T155053Z:RSO-0057:normalized:30d,20260629T155053Z,2026-06-29T15:50:53Z,30d,2026-07-29T15:50:53Z,,PENDING,RSO-0057,NE-02 House Election Winner,Democratic Party,normalized,MARKET_HIGHER,medium,0.775,,,,0.55,-0.225,0.225,mid,,,,,false
20260629T155053Z:RSO-0058:raw:1d,20260629T155053Z,2026-06-29T15:50:53Z,1d,2026-06-30T15:50:53Z,,PENDING,RSO-0058,NE-02 House Election Winner,Republican Party,raw,LLM_HIGHER,medium,0.235,,,,0.45,0.215,0.215,mid,,,,,false
20260629T155053Z:RSO-0058:raw:7d,20260629T155053Z,2026-06-29T15:50:53Z,7d,2026-07-06T15:50:53Z,,PENDING,RSO-0058,NE-02 House Election Winner,Republican Party,raw,LLM_HIGHER,medium,0.235,,,,0.45,0.215,0.215,mid,,,,,false
20260629T155053Z:RSO-0058:raw:30d,20260629T155053Z,2026-06-29T15:50:53Z,30d,2026-07-29T15:50:53Z,,PENDING,RSO-0058,NE-02 House Election Winner,Republican Party,raw,LLM_HIGHER,medium,0.235,,,,0.45,0.215,0.215,mid,,,,,false
20260629T155053Z:RSO-0058:normalized:1d,20260629T155053Z,2026-06-29T15:50:53Z,1d,2026-06-30T15:50:53Z,,PENDING,RSO-0058,NE-02 House Election Winner,Republican Party,normalized,LLM_HIGHER,medium,0.235,,,,0.45,0.215,0.215,mid,,,,,false
20260629T155053Z:RSO-0058:normalized:7d,20260629T155053Z,2026-06-29T15:50:53Z,7d,2026-07-06T15:50:53Z,,PENDING,RSO-0058,NE-02 House Election Winner,Republican Party,normalized,LLM_HIGHER,medium,0.235,,,,0.45,0.215,0.215,mid,,,,,false
20260629T155053Z:RSO-0058:normalized:30d,20260629T155053Z,2026-06-29T15:50:53Z,30d,2026-07-29T15:50:53Z,,PENDING,RSO-0058,NE-02 House Election Winner,Republican Party,normalized,LLM_HIGHER,medium,0.235,,,,0.45,0.215,0.215,mid,,,,,false
20260629T155053Z:RSO-0059:raw:1d,20260629T155053Z,2026-06-29T15:50:53Z,1d,2026-06-30T15:50:53Z,,PENDING,RSO-0059,PA-10 House Election Winner,Democratic Party,raw,MARKET_HIGHER,small,0.685,,,,0.55,-0.135,0.135,mid,,,,,false
20260629T155053Z:RSO-0059:raw:7d,20260629T155053Z,2026-06-29T15:50:53Z,7d,2026-07-06T15:50:53Z,,PENDING,RSO-0059,PA-10 House Election Winner,Democratic Party,raw,MARKET_HIGHER,small,0.685,,,,0.55,-0.135,0.135,mid,,,,,false
20260629T155053Z:RSO-0059:raw:30d,20260629T155053Z,2026-06-29T15:50:53Z,30d,2026-07-29T15:50:53Z,,PENDING,RSO-0059,PA-10 House Election Winner,Democratic Party,raw,MARKET_HIGHER,small,0.685,,,,0.55,-0.135,0.135,mid,,,,,false
20260629T155053Z:RSO-0059:normalized:1d,20260629T155053Z,2026-06-29T15:50:53Z,1d,2026-06-30T15:50:53Z,,PENDING,RSO-0059,PA-10 House Election Winner,Democratic Party,normalized,MARKET_HIGHER,small,0.685,,,,0.55,-0.135,0.135,mid,,,,,false
20260629T155053Z:RSO-0059:normalized:7d,20260629T155053Z,2026-06-29T15:50:53Z,7d,2026-07-06T15:50:53Z,,PENDING,RSO-0059,PA-10 House Election Winner,Democratic Party,normalized,MARKET_HIGHER,small,0.685,,,,0.55,-0.135,0.135,mid,,,,,false
20260629T155053Z:RSO-0059:normalized:30d,20260629T155053Z,2026-06-29T15:50:53Z,30d,2026-07-29T15:50:53Z,,PENDING,RSO-0059,PA-10 House Election Winner,Democratic Party,normalized,MARKET_HIGHER,small,0.685,,,,0.55,-0.135,0.135,mid,,,,,false
20260629T155053Z:RSO-0060:raw:1d,20260629T155053Z,2026-06-29T15:50:53Z,1d,2026-06-30T15:50:53Z,,PENDING,RSO-0060,PA-10 House Election Winner,Republican Party,raw,LLM_HIGHER,medium,0.27,,,,0.45,0.18,0.18,mid,,,,,false
20260629T155053Z:RSO-0060:raw:7d,20260629T155053Z,2026-06-29T15:50:53Z,7d,2026-07-06T15:50:53Z,,PENDING,RSO-0060,PA-10 House Election Winner,Republican Party,raw,LLM_HIGHER,medium,0.27,,,,0.45,0.18,0.18,mid,,,,,false
20260629T155053Z:RSO-0060:raw:30d,20260629T155053Z,2026-06-29T15:50:53Z,30d,2026-07-29T15:50:53Z,,PENDING,RSO-0060,PA-10 House Election Winner,Republican Party,raw,LLM_HIGHER,medium,0.27,,,,0.45,0.18,0.18,mid,,,,,false
20260629T155053Z:RSO-0060:normalized:1d,20260629T155053Z,2026-06-29T15:50:53Z,1d,2026-06-30T15:50:53Z,,PENDING,RSO-0060,PA-10 House Election Winner,Republican Party,normalized,LLM_HIGHER,medium,0.27,,,,0.45,0.18,0.18,mid,,,,,false
20260629T155053Z:RSO-0060:normalized:7d,20260629T155053Z,2026-06-29T15:50:53Z,7d,2026-07-06T15:50:53Z,,PENDING,RSO-0060,PA-10 House Election Winner,Republican Party,normalized,LLM_HIGHER,medium,0.27,,,,0.45,0.18,0.18,mid,,,,,false
20260629T155053Z:RSO-0060:normalized:30d,20260629T155053Z,2026-06-29T15:50:53Z,30d,2026-07-29T15:50:53Z,,PENDING,RSO-0060,PA-10 House Election Winner,Republican Party,normalized,LLM_HIGHER,medium,0.27,,,,0.45,0.18,0.18,mid,,,,,false
20260629T155053Z:RSO-0065:raw:1d,20260629T155053Z,2026-06-29T15:50:53Z,1d,2026-06-30T15:50:53Z,,PENDING,RSO-0065,Nevada Governor Election Winner,Democrat,raw,MARKET_HIGHER,medium,0.605,,,,0.45,-0.155,0.155,mid,,,,,false
20260629T155053Z:RSO-0065:raw:7d,20260629T155053Z,2026-06-29T15:50:53Z,7d,2026-07-06T15:50:53Z,,PENDING,RSO-0065,Nevada Governor Election Winner,Democrat,raw,MARKET_HIGHER,medium,0.605,,,,0.45,-0.155,0.155,mid,,,,,false
20260629T155053Z:RSO-0065:raw:30d,20260629T155053Z,2026-06-29T15:50:53Z,30d,2026-07-29T15:50:53Z,,PENDING,RSO-0065,Nevada Governor Election Winner,Democrat,raw,MARKET_HIGHER,medium,0.605,,,,0.45,-0.155,0.155,mid,,,,,false
20260629T155053Z:RSO-0065:normalized:1d,20260629T155053Z,2026-06-29T15:50:53Z,1d,2026-06-30T15:50:53Z,,PENDING,RSO-0065,Nevada Governor Election Winner,Democrat,normalized,MARKET_HIGHER,small,0.605,,,,0.5,-0.105,0.105,mid,,,,,false
20260629T155053Z:RSO-0065:normalized:7d,20260629T155053Z,2026-06-29T15:50:53Z,7d,2026-07-06T15:50:53Z,,PENDING,RSO-0065,Nevada Governor Election Winner,Democrat,normalized,MARKET_HIGHER,small,0.605,,,,0.5,-0.105,0.105,mid,,,,,false
20260629T155053Z:RSO-0065:normalized:30d,20260629T155053Z,2026-06-29T15:50:53Z,30d,2026-07-29T15:50:53Z,,PENDING,RSO-0065,Nevada Governor Election Winner,Democrat,normalized,MARKET_HIGHER,small,0.605,,,,0.5,-0.105,0.105,mid,,,,,false
20260629T155053Z:RSO-0066:normalized:1d,20260629T155053Z,2026-06-29T15:50:53Z,1d,2026-06-30T15:50:53Z,,PENDING,RSO-0066,Nevada Governor Election Winner,Republican,normalized,LLM_HIGHER,small,0.4,,,,0.5,0.1,0.1,mid,,,,,false
20260629T155053Z:RSO-0066:normalized:7d,20260629T155053Z,2026-06-29T15:50:53Z,7d,2026-07-06T15:50:53Z,,PENDING,RSO-0066,Nevada Governor Election Winner,Republican,normalized,LLM_HIGHER,small,0.4,,,,0.5,0.1,0.1,mid,,,,,false
20260629T155053Z:RSO-0066:normalized:30d,20260629T155053Z,2026-06-29T15:50:53Z,30d,2026-07-29T15:50:53Z,,PENDING,RSO-0066,Nevada Governor Election Winner,Republican,normalized,LLM_HIGHER,small,0.4,,,,0.5,0.1,0.1,mid,,,,,false
20260629T155053Z:RSO-0084:raw:1d,20260629T155053Z,2026-06-29T15:50:53Z,1d,2026-06-30T15:50:53Z,,PENDING,RSO-0084,Brazil Presidential Election,Jair Bolsonaro,raw,LLM_HIGHER,small,0.0055,,,,0.15,0.1445,0.1445,mid,,,,,true
20260629T155053Z:RSO-0084:raw:7d,20260629T155053Z,2026-06-29T15:50:53Z,7d,2026-07-06T15:50:53Z,,PENDING,RSO-0084,Brazil Presidential Election,Jair Bolsonaro,raw,LLM_HIGHER,small,0.0055,,,,0.15,0.1445,0.1445,mid,,,,,true
20260629T155053Z:RSO-0084:raw:30d,20260629T155053Z,2026-06-29T15:50:53Z,30d,2026-07-29T15:50:53Z,,PENDING,RSO-0084,Brazil Presidential Election,Jair Bolsonaro,raw,LLM_HIGHER,small,0.0055,,,,0.15,0.1445,0.1445,mid,,,,,true
20260629T155053Z:RSO-0084:normalized:1d,20260629T155053Z,2026-06-29T15:50:53Z,1d,2026-06-30T15:50:53Z,,PENDING,RSO-0084,Brazil Presidential Election,Jair Bolsonaro,normalized,LLM_HIGHER,small,0.0055,,,,0.135135,0.129635,0.129635,mid,,,,,true
20260629T155053Z:RSO-0084:normalized:7d,20260629T155053Z,2026-06-29T15:50:53Z,7d,2026-07-06T15:50:53Z,,PENDING,RSO-0084,Brazil Presidential Election,Jair Bolsonaro,normalized,LLM_HIGHER,small,0.0055,,,,0.135135,0.129635,0.129635,mid,,,,,true
20260629T155053Z:RSO-0084:normalized:30d,20260629T155053Z,2026-06-29T15:50:53Z,30d,2026-07-29T15:50:53Z,,PENDING,RSO-0084,Brazil Presidential Election,Jair Bolsonaro,normalized,LLM_HIGHER,small,0.0055,,,,0.135135,0.129635,0.129635,mid,,,,,true
20260629T155053Z:RSO-0094:raw:1d,20260629T155053Z,2026-06-29T15:50:53Z,1d,2026-06-30T15:50:53Z,,PENDING,RSO-0094,Brazil Presidential Election First Round: Margin of Victory,Lula da Silva 10-15%,raw,LLM_HIGHER,medium,0.158,,,,0.35,0.192,0.192,mid,,,,llm_mass_too_high,true
20260629T155053Z:RSO-0094:raw:7d,20260629T155053Z,2026-06-29T15:50:53Z,7d,2026-07-06T15:50:53Z,,PENDING,RSO-0094,Brazil Presidential Election First Round: Margin of Victory,Lula da Silva 10-15%,raw,LLM_HIGHER,medium,0.158,,,,0.35,0.192,0.192,mid,,,,llm_mass_too_high,true
20260629T155053Z:RSO-0094:raw:30d,20260629T155053Z,2026-06-29T15:50:53Z,30d,2026-07-29T15:50:53Z,,PENDING,RSO-0094,Brazil Presidential Election First Round: Margin of Victory,Lula da Silva 10-15%,raw,LLM_HIGHER,medium,0.158,,,,0.35,0.192,0.192,mid,,,,llm_mass_too_high,true
20260629T155053Z:RSO-0095:normalized:1d,20260629T155053Z,2026-06-29T15:50:53Z,1d,2026-06-30T15:50:53Z,,PENDING,RSO-0095,Brazil Presidential Election First Round: Margin of Victory,Lula da Silva 5-10%,normalized,MARKET_HIGHER,small,0.375,,,,0.248227,-0.126773,0.126773,mid,,,,llm_mass_too_high,true
20260629T155053Z:RSO-0095:normalized:7d,20260629T155053Z,2026-06-29T15:50:53Z,7d,2026-07-06T15:50:53Z,,PENDING,RSO-0095,Brazil Presidential Election First Round: Margin of Victory,Lula da Silva 5-10%,normalized,MARKET_HIGHER,small,0.375,,,,0.248227,-0.126773,0.126773,mid,,,,llm_mass_too_high,true
20260629T155053Z:RSO-0095:normalized:30d,20260629T155053Z,2026-06-29T15:50:53Z,30d,2026-07-29T15:50:53Z,,PENDING,RSO-0095,Brazil Presidential Election First Round: Margin of Victory,Lula da Silva 5-10%,normalized,MARKET_HIGHER,small,0.375,,,,0.248227,-0.126773,0.126773,mid,,,,llm_mass_too_high,true
20260629T155053Z:RSO-0096:raw:1d,20260629T155053Z,2026-06-29T15:50:53Z,1d,2026-06-30T15:50:53Z,,PENDING,RSO-0096,Brazil Presidential Election First Round: Margin of Victory,Lula da Silva <5%,raw,MARKET_HIGHER,small,0.29,,,,0.15,-0.14,0.14,mid,,,,llm_mass_too_high,true
20260629T155053Z:RSO-0096:raw:7d,20260629T155053Z,2026-06-29T15:50:53Z,7d,2026-07-06T15:50:53Z,,PENDING,RSO-0096,Brazil Presidential Election First Round: Margin of Victory,Lula da Silva <5%,raw,MARKET_HIGHER,small,0.29,,,,0.15,-0.14,0.14,mid,,,,llm_mass_too_high,true
20260629T155053Z:RSO-0096:raw:30d,20260629T155053Z,2026-06-29T15:50:53Z,30d,2026-07-29T15:50:53Z,,PENDING,RSO-0096,Brazil Presidential Election First Round: Margin of Victory,Lula da Silva <5%,raw,MARKET_HIGHER,small,0.29,,,,0.15,-0.14,0.14,mid,,,,llm_mass_too_high,true
20260629T155053Z:RSO-0096:normalized:1d,20260629T155053Z,2026-06-29T15:50:53Z,1d,2026-06-30T15:50:53Z,,PENDING,RSO-0096,Brazil Presidential Election First Round: Margin of Victory,Lula da Silva <5%,normalized,MARKET_HIGHER,medium,0.29,,,,0.106383,-0.183617,0.183617,mid,,,,llm_mass_too_high,true
20260629T155053Z:RSO-0096:normalized:7d,20260629T155053Z,2026-06-29T15:50:53Z,7d,2026-07-06T15:50:53Z,,PENDING,RSO-0096,Brazil Presidential Election First Round: Margin of Victory,Lula da Silva <5%,normalized,MARKET_HIGHER,medium,0.29,,,,0.106383,-0.183617,0.183617,mid,,,,llm_mass_too_high,true
20260629T155053Z:RSO-0096:normalized:30d,20260629T155053Z,2026-06-29T15:50:53Z,30d,2026-07-29T15:50:53Z,,PENDING,RSO-0096,Brazil Presidential Election First Round: Margin of Victory,Lula da Silva <5%,normalized,MARKET_HIGHER,medium,0.29,,,,0.106383,-0.183617,0.183617,mid,,,,llm_mass_too_high,true
20260629T155053Z:RSO-0098:raw:1d,20260629T155053Z,2026-06-29T15:50:53Z,1d,2026-06-30T15:50:53Z,,PENDING,RSO-0098,Brazil Presidential Election First Round: Margin of Victory,Flávio Bolsonaro 5-10%,raw,LLM_HIGHER,small,0.0035,,,,0.15,0.1465,0.1465,mid,,,,llm_mass_too_high,true
20260629T155053Z:RSO-0098:raw:7d,20260629T155053Z,2026-06-29T15:50:53Z,7d,2026-07-06T15:50:53Z,,PENDING,RSO-0098,Brazil Presidential Election First Round: Margin of Victory,Flávio Bolsonaro 5-10%,raw,LLM_HIGHER,small,0.0035,,,,0.15,0.1465,0.1465,mid,,,,llm_mass_too_high,true
20260629T155053Z:RSO-0098:raw:30d,20260629T155053Z,2026-06-29T15:50:53Z,30d,2026-07-29T15:50:53Z,,PENDING,RSO-0098,Brazil Presidential Election First Round: Margin of Victory,Flávio Bolsonaro 5-10%,raw,LLM_HIGHER,small,0.0035,,,,0.15,0.1465,0.1465,mid,,,,llm_mass_too_high,true
20260629T155053Z:RSO-0098:normalized:1d,20260629T155053Z,2026-06-29T15:50:53Z,1d,2026-06-30T15:50:53Z,,PENDING,RSO-0098,Brazil Presidential Election First Round: Margin of Victory,Flávio Bolsonaro 5-10%,normalized,LLM_HIGHER,small,0.0035,,,,0.106383,0.102883,0.102883,mid,,,,llm_mass_too_high,true
20260629T155053Z:RSO-0098:normalized:7d,20260629T155053Z,2026-06-29T15:50:53Z,7d,2026-07-06T15:50:53Z,,PENDING,RSO-0098,Brazil Presidential Election First Round: Margin of Victory,Flávio Bolsonaro 5-10%,normalized,LLM_HIGHER,small,0.0035,,,,0.106383,0.102883,0.102883,mid,,,,llm_mass_too_high,true
20260629T155053Z:RSO-0098:normalized:30d,20260629T155053Z,2026-06-29T15:50:53Z,30d,2026-07-29T15:50:53Z,,PENDING,RSO-0098,Brazil Presidential Election First Round: Margin of Victory,Flávio Bolsonaro 5-10%,normalized,LLM_HIGHER,small,0.0035,,,,0.106383,0.102883,0.102883,mid,,,,llm_mass_too_high,true
20260629T155053Z:RSO-0099:raw:1d,20260629T155053Z,2026-06-29T15:50:53Z,1d,2026-06-30T15:50:53Z,,PENDING,RSO-0099,Brazil Presidential Election First Round: Margin of Victory,Flávio Bolsonaro <5%,raw,LLM_HIGHER,small,0.046,,,,0.15,0.104,0.104,mid,,,,llm_mass_too_high,true
20260629T155053Z:RSO-0099:raw:7d,20260629T155053Z,2026-06-29T15:50:53Z,7d,2026-07-06T15:50:53Z,,PENDING,RSO-0099,Brazil Presidential Election First Round: Margin of Victory,Flávio Bolsonaro <5%,raw,LLM_HIGHER,small,0.046,,,,0.15,0.104,0.104,mid,,,,llm_mass_too_high,true
20260629T155053Z:RSO-0099:raw:30d,20260629T155053Z,2026-06-29T15:50:53Z,30d,2026-07-29T15:50:53Z,,PENDING,RSO-0099,Brazil Presidential Election First Round: Margin of Victory,Flávio Bolsonaro <5%,raw,LLM_HIGHER,small,0.046,,,,0.15,0.104,0.104,mid,,,,llm_mass_too_high,true
20260629T155053Z:RSO-0103:raw:1d,20260629T155053Z,2026-06-29T15:50:53Z,1d,2026-06-30T15:50:53Z,,PENDING,RSO-0103,Brazil Presidential Election First Round: Margin of Victory,Other,raw,LLM_HIGHER,small,0.035,,,,0.15,0.115,0.115,mid,,,,llm_mass_too_high,true
20260629T155053Z:RSO-0103:raw:7d,20260629T155053Z,2026-06-29T15:50:53Z,7d,2026-07-06T15:50:53Z,,PENDING,RSO-0103,Brazil Presidential Election First Round: Margin of Victory,Other,raw,LLM_HIGHER,small,0.035,,,,0.15,0.115,0.115,mid,,,,llm_mass_too_high,true
20260629T155053Z:RSO-0103:raw:30d,20260629T155053Z,2026-06-29T15:50:53Z,30d,2026-07-29T15:50:53Z,,PENDING,RSO-0103,Brazil Presidential Election First Round: Margin of Victory,Other,raw,LLM_HIGHER,small,0.035,,,,0.15,0.115,0.115,mid,,,,llm_mass_too_high,true
20260629T155053Z:RSO-0121:raw:1d,20260629T155053Z,2026-06-29T15:50:53Z,1d,2026-06-30T15:50:53Z,,PENDING,RSO-0121,Brazil Presidential Election First Round: 2nd Place,Flávio Bolsonaro,raw,MARKET_HIGHER,large,0.76,,,,0.45,-0.31,0.31,mid,,,,llm_mass_too_high,true
20260629T155053Z:RSO-0121:raw:7d,20260629T155053Z,2026-06-29T15:50:53Z,7d,2026-07-06T15:50:53Z,,PENDING,RSO-0121,Brazil Presidential Election First Round: 2nd Place,Flávio Bolsonaro,raw,MARKET_HIGHER,large,0.76,,,,0.45,-0.31,0.31,mid,,,,llm_mass_too_high,true
20260629T155053Z:RSO-0121:raw:30d,20260629T155053Z,2026-06-29T15:50:53Z,30d,2026-07-29T15:50:53Z,,PENDING,RSO-0121,Brazil Presidential Election First Round: 2nd Place,Flávio Bolsonaro,raw,MARKET_HIGHER,large,0.76,,,,0.45,-0.31,0.31,mid,,,,llm_mass_too_high,true
20260629T155053Z:RSO-0121:normalized:1d,20260629T155053Z,2026-06-29T15:50:53Z,1d,2026-06-30T15:50:53Z,,PENDING,RSO-0121,Brazil Presidential Election First Round: 2nd Place,Flávio Bolsonaro,normalized,MARKET_HIGHER,large,0.76,,,,0.319149,-0.440851,0.440851,mid,,,,llm_mass_too_high,true
20260629T155053Z:RSO-0121:normalized:7d,20260629T155053Z,2026-06-29T15:50:53Z,7d,2026-07-06T15:50:53Z,,PENDING,RSO-0121,Brazil Presidential Election First Round: 2nd Place,Flávio Bolsonaro,normalized,MARKET_HIGHER,large,0.76,,,,0.319149,-0.440851,0.440851,mid,,,,llm_mass_too_high,true
20260629T155053Z:RSO-0121:normalized:30d,20260629T155053Z,2026-06-29T15:50:53Z,30d,2026-07-29T15:50:53Z,,PENDING,RSO-0121,Brazil Presidential Election First Round: 2nd Place,Flávio Bolsonaro,normalized,MARKET_HIGHER,large,0.76,,,,0.319149,-0.440851,0.440851,mid,,,,llm_mass_too_high,true
20260629T155053Z:RSO-0123:raw:1d,20260629T155053Z,2026-06-29T15:50:53Z,1d,2026-06-30T15:50:53Z,,PENDING,RSO-0123,Brazil Presidential Election First Round: 2nd Place,Luiz Inácio Lula da Silva,raw,LLM_HIGHER,small,0.0315,,,,0.15,0.1185,0.1185,mid,,,,llm_mass_too_high,true
20260629T155053Z:RSO-0123:raw:7d,20260629T155053Z,2026-06-29T15:50:53Z,7d,2026-07-06T15:50:53Z,,PENDING,RSO-0123,Brazil Presidential Election First Round: 2nd Place,Luiz Inácio Lula da Silva,raw,LLM_HIGHER,small,0.0315,,,,0.15,0.1185,0.1185,mid,,,,llm_mass_too_high,true
